socket_type,N,data_size,D0_times,D1_times,D2_times,RUN
tcp,4,512,0.001992827,0.002636117,0.001667718,18
tcp,4,512,0.001556465,0.001556085,0.002701798,19
tcp,4,512,0.001792482,0.004602844,0.001949037,20
tcp,4,512,0.000967928,0.00103563,0.000988278,21
tcp,4,512,0.000894557,0.000915536,0.000912657,22
tcp,4,512,0.005003126,0.004724017,0.00138263,23
tcp,4,512,0.000851385,0.000935858,0.000857585,24
tcp,4,512,0.001567206,0.004225942,0.00242191,25
tcp,4,512,0.001096912,0.00139312,0.004002756,26
tcp,4,512,0.010252538,0.00173072,0.001562476,27
tcp,4,512,0.001304198,0.002440311,0.002349088,28
tcp,4,512,0.000846044,0.000921537,0.000830174,29
tcp,4,512,0.001944986,0.007797366,0.007094736,30
tcp,4,512,0.000996989,0.003559443,0.001878224,31
tcp,4,512,0.005575962,0.001470452,0.003381809,32
tcp,4,512,0.00275517,0.001397871,0.002986707,33
tcp,4,512,0.001434831,0.005343576,0.001560825,34
tcp,4,512,0.001467023,0.00586082,0.004686626,35
tcp,4,512,0.00137718,0.007781766,0.001437181,36
tcp,4,512,0.001064441,0.001111523,0.001007399,37
tcp,4,512,0.005398917,0.001600287,0.002645727,38
tcp,4,512,0.001437742,0.004614674,0.005024816,39
tcp,4,512,0.001171725,0.001336849,0.001224526,40
tcp,4,512,0.000862775,0.000879776,0.000877395,41
tcp,4,512,0.006802838,0.009451534,0.001629857,42
tcp,4,512,0.000751382,0.000806003,0.009135535,43
tcp,4,512,0.000661639,0.000723051,0.007605071,44
tcp,4,512,0.000957838,0.00105292,0.000964988,45
tcp,4,512,0.00378415,0.003849892,0.001298548,46
tcp,4,512,0.00093713,0.007250274,0.000867498,47
tcp,4,512,0.00311811,0.004288548,0.001671724,48
tcp,4,512,0.004833755,0.001061315,0.000982381,49
tcp,4,512,0.001696985,0.004268547,0.010976072,50
tcp,4,4096,0.001693044,0.003296686,0.003245465,1
tcp,4,4096,0.001604281,0.008832423,0.005140265,2
tcp,4,4096,0.000970001,0.005758074,0.001028143,3
tcp,4,4096,0.006192648,0.002520891,0.003958387,4
tcp,4,4096,0.01812627,0.003772191,0.001698534,5
tcp,4,4096,0.001352293,0.001791318,0.003645097,6
tcp,4,4096,0.003496422,0.002222691,0.001294782,7
tcp,4,4096,0.005225376,0.00531894,0.00094858,8
tcp,4,4096,0.001208339,0.006983072,0.001226099,9
tcp,4,4096,0.005155684,0.000968491,0.000894958,10
tcp,4,4096,0.001398864,0.003061988,0.003843923,11
tcp,4,4096,0.001375574,0.005287509,0.004916727,12
tcp,4,4096,0.004185153,0.00158435,0.004372479,13
tcp,4,4096,0.000868137,0.001015872,0.00094901,14
tcp,4,4096,0.012733985,0.000927069,0.000858548,15
tcp,4,4096,0.000752564,0.000837647,0.008877962,16
tcp,4,4096,0.001207458,0.001328002,0.001227859,17
tcp,4,4096,0.001019401,0.00346896,0.006174375,18
tcp,4,4096,0.002010883,0.010825252,0.00503713,19
tcp,4,4096,0.001045373,0.007746725,0.01736393,20
tcp,4,4096,0.001116985,0.003578042,0.001109565,21
tcp,4,4096,0.001526019,0.004832913,0.003378016,22
tcp,4,4096,0.004271595,0.009334385,0.001534528,23
tcp,4,4096,0.003327865,0.002349284,0.002373815,24
tcp,4,4096,0.001408934,0.001522058,0.001453275,25
tcp,4,4096,0.003758499,0.001328321,0.002898382,26
tcp,4,4096,0.001184288,0.001303931,0.001282041,27
tcp,4,4096,0.016348674,0.001586879,0.001431765,28
tcp,4,4096,0.001233799,0.001308571,0.00124674,29
tcp,4,4096,0.001370334,0.002696505,0.001364843,30
tcp,4,4096,0.008926451,0.001059254,0.01402545,31
tcp,4,4096,0.001469426,0.00156963,0.001436105,32
tcp,4,4096,0.00128203,0.001384153,0.00126802,33
tcp,4,4096,0.012751649,0.001539148,0.004665996,34
tcp,4,4096,0.001225888,0.00126724,0.001204658,35
tcp,4,4096,0.001078454,0.001192757,0.008467815,36
tcp,4,4096,0.004035156,0.001475536,0.006664038,37
tcp,4,4096,0.001190407,0.00126174,0.001197117,38
tcp,4,4096,0.008496175,0.010842219,0.001401744,39
tcp,4,4096,0.001748065,0.001564269,0.001795026,40
tcp,4,4096,0.001039693,0.001101844,0.001065273,41
tcp,4,4096,0.003170189,0.00193126,0.002169148,42
tcp,4,4096,0.019565679,0.001713394,0.003597262,43
tcp,4,4096,0.001267199,0.001367563,0.001249729,44
tcp,4,4096,0.001737884,0.004552741,0.01990989,45
tcp,4,4096,0.001424634,0.003306203,0.001616301,46
tcp,4,4096,0.001149755,0.001223568,0.001120675,47
tcp,4,4096,0.002441346,0.002488518,0.003365224,48
tcp,4,4096,0.003489998,0.001720663,0.005651375,49
tcp,4,4096,0.003564421,0.001517837,0.002633632,50
tcp,4,32768,0.002065864,0.002324572,0.002148656,1
tcp,4,32768,0.001681652,0.001955291,0.001829487,2
tcp,4,32768,0.00226443,0.002148287,0.014328275,3
tcp,4,32768,0.001541418,0.001688592,0.001546558,4
tcp,4,32768,0.005889212,0.004358175,0.00192133,5
tcp,4,32768,0.012116375,0.00645162,0.00160654,6
tcp,4,32768,0.001756524,0.003430986,0.001765825,7
tcp,4,32768,0.002036943,0.005147079,0.003158818,8
tcp,4,32768,0.021624318,0.001698673,0.001595139,9
tcp,4,32768,0.004263671,0.004731506,0.002355163,10
tcp,4,32768,0.003837028,0.006265783,0.00259002,11
tcp,4,32768,0.014394595,0.007115129,0.001689362,12
tcp,4,32768,0.009294987,0.00193802,0.006972015,13
tcp,4,32768,0.002951661,0.002158107,0.004755037,14
tcp,4,32768,0.002003531,0.003606921,0.003354804,15
tcp,4,32768,0.001796515,0.002027463,0.001807035,16
tcp,4,32768,0.003093165,0.00326187,0.002165716,17
tcp,4,32768,0.001991902,0.00225401,0.001976251,18
tcp,4,32768,0.009452761,0.001386373,0.00127879,19
tcp,4,32768,0.001456705,0.001488786,0.001282119,20
tcp,4,32768,0.00128798,0.001435434,0.001262219,21
tcp,4,32768,0.00749636,0.002317061,0.002054993,22
tcp,4,32768,0.001209817,0.00454398,0.007433238,23
tcp,4,32768,0.008016516,0.002218298,0.001964581,24
tcp,4,32768,0.001714122,0.004419426,0.001673321,25
tcp,4,32768,0.004018013,0.006643684,0.003077595,26
tcp,4,32768,0.003299772,0.003418795,0.002654672,27
tcp,4,32768,0.002139035,0.002217318,0.003858098,28
tcp,4,32768,0.001696792,0.001932799,0.001848267,29
tcp,4,32768,0.002598469,0.00291781,0.005687574,30
tcp,4,32768,0.001876857,0.006324934,0.002476876,31
tcp,4,32768,0.001766634,0.001925489,0.001763914,32
tcp,4,32768,0.002678592,0.002711093,0.004746335,33
tcp,4,32768,0.001462244,0.002121365,0.001919159,34
tcp,4,32768,0.0016138,0.001812945,0.00164647,35
tcp,4,32768,0.007881101,0.002672411,0.006233221,36
tcp,4,32768,0.008685325,0.002034172,0.001844196,37
tcp,4,32768,0.009428578,0.002048723,0.007089187,38
tcp,4,32768,0.014915286,0.002984351,0.017793264,39
tcp,4,32768,0.001756624,0.002006191,0.010090488,40
tcp,4,32768,0.00262342,0.002125425,0.005745796,41
tcp,4,32768,0.001470085,0.00165425,0.001521516,42
tcp,4,32768,0.006750816,0.006340233,0.001868657,43
tcp,4,32768,0.00622269,0.002869298,0.009327945,44
tcp,4,32768,0.002160386,0.002413453,0.002159856,45
tcp,4,32768,0.002213267,0.002471455,0.002184597,46
tcp,4,32768,0.001744033,0.00199122,0.001818065,47
tcp,4,32768,0.001680361,0.001808535,0.00163466,48
tcp,4,32768,0.017286486,0.002394313,0.012543802,49
tcp,4,32768,0.001952659,0.002143946,0.002615499,50
tcp,6,1,0.00359978,0.006011983,0.001853626,1
tcp,6,1,0.002108214,0.001912938,0.001757953,2
tcp,6,1,0.002100014,0.000855136,0.001050162,3
tcp,6,1,0.00098327,0.001032611,0.00099824,4
tcp,6,1,0.006384174,0.002287519,0.003776804,5
tcp,6,1,0.003768624,0.001094393,0.001061092,6
tcp,6,1,0.001924958,0.00196882,0.022126992,7
tcp,6,1,0.001615859,0.003336762,0.00395723,8
tcp,6,1,0.001908918,0.001671831,0.002950389,9
tcp,6,1,0.000902898,0.000921378,0.000928209,10
tcp,6,1,0.002664801,0.00196182,0.001670011,11
tcp,6,1,0.001596318,0.003812896,0.004447024,12
tcp,6,1,0.002888007,0.001953299,0.003474125,13
tcp,6,1,0.001873776,0.001564128,0.001461965,14
tcp,6,1,0.003390792,0.001504756,0.005102185,15
tcp,6,1,0.011957432,0.002501886,0.001749304,16
tcp,6,1,0.000697771,0.000730532,0.000708661,17
tcp,6,1,0.006133366,0.002819156,0.001854276,18
tcp,6,1,0.000579468,0.000675911,0.008427515,19
tcp,6,1,0.001469954,0.002219038,0.002148406,20
tcp,6,1,0.001628499,0.002022911,0.014872829,21
tcp,6,1,0.000955509,0.001009561,0.000927588,22
tcp,6,1,0.000920078,0.00099521,0.000953278,23
tcp,6,1,0.000947739,0.00100743,0.001778124,24
tcp,6,1,0.006477106,0.003330341,0.001559098,25
tcp,6,8,0.001082613,0.001179946,0.001080242,1
tcp,6,8,0.000792024,0.004864127,0.004841936,2
tcp,6,8,0.007547448,0.001533846,0.002366272,3
tcp,6,8,0.007792615,0.001792154,0.001871356,4
tcp,6,8,0.013162887,0.001126983,0.001087633,5
tcp,6,8,0.008530897,0.004013741,0.002032631,6
tcp,6,8,0.002690581,0.004419453,0.001819804,7
tcp,6,8,0.00098118,0.001152944,0.000966839,8
tcp,6,8,0.001032421,0.001103003,0.001060812,9
tcp,6,8,0.00099866,0.00100868,0.00101534,10
tcp,6,8,0.001024001,0.001083152,0.001051102,11
tcp,6,8,0.001022681,0.001093193,0.001049951,12
tcp,6,8,0.001901797,0.004028891,0.001924298,13
tcp,6,8,0.002616908,0.00265443,0.001183755,14
tcp,6,8,0.002246447,0.00499756,0.003239257,15
tcp,6,8,0.001030011,0.001076382,0.001073662,16
tcp,6,8,0.002648219,0.001617109,0.002617299,17
tcp,6,8,0.001420883,0.010373812,0.012827776,18
tcp,6,8,0.002427003,0.001892517,0.00430195,19
tcp,6,8,0.001349061,0.004035481,0.001382562,20
tcp,6,8,0.001521465,0.001587977,0.003624779,21
tcp,6,8,0.002915558,0.001223067,0.001175035,22
tcp,6,8,0.002551517,0.002212317,0.003257468,23
tcp,6,8,0.000591198,0.003161485,0.00997229,24
tcp,6,8,0.005865206,0.00197707,0.002726412,25
tcp,6,64,0.005490715,0.011899897,0.002228498,1
tcp,6,64,0.001076212,0.001179205,0.001158275,2
tcp,6,64,0.001185075,0.001024211,0.001178995,3
tcp,6,64,0.00134845,0.001437083,0.001361761,4
tcp,6,64,0.001109064,0.001146055,0.001113233,5
tcp,6,64,0.003475645,0.017714192,0.001499175,6
tcp,6,64,0.002235587,0.001831846,0.014246468,7
tcp,6,64,0.004895017,0.002523855,0.002219347,8
tcp,6,64,0.00499777,0.001168555,0.001121633,9
tcp,6,64,0.000754283,0.000805544,0.003101653,10
tcp,6,64,0.00833841,0.001170135,0.001108173,11
tcp,6,64,0.007752093,0.00133264,0.008563587,12
tcp,6,64,0.000967109,0.001407702,0.000986189,13
tcp,6,64,0.013386491,0.0013385,0.013433472,14
tcp,6,64,0.001847215,0.002381351,0.00269088,15
tcp,6,64,0.000838915,0.000906427,0.003304269,16
tcp,6,64,0.009565106,0.001897967,0.004975539,17
tcp,6,64,0.002392252,0.003637349,0.002172175,18
tcp,6,64,0.001562087,0.004458974,0.002114724,19
tcp,6,64,0.001105693,0.001183426,0.001130124,20
tcp,6,64,0.001749852,0.001644109,0.010518194,21
tcp,6,64,0.003500404,0.01202857,0.002447263,22
tcp,6,64,0.001064382,0.001102693,0.001060791,23
tcp,6,64,0.001039741,0.001104763,0.001045351,24
tcp,6,64,0.002653579,0.002771123,0.002279938,25
tcp,6,512,0.001438383,0.001469234,0.001398052,1
tcp,6,512,0.01005817,0.001463934,0.010080662,2
tcp,6,512,0.032332547,0.044043407,0.001521686,3
tcp,6,512,0.0013393,0.001426022,0.001374771,4
tcp,6,512,0.0023764,0.002383562,0.002179605,5
tcp,6,512,0.00134547,0.001425253,0.001376511,6
tcp,6,512,0.053806658,0.00132685,0.001275778,7
tcp,6,512,0.007302179,0.001306809,0.010329928,8
tcp,6,512,0.012000508,0.001596788,0.015533994,9
tcp,6,512,0.002234407,0.002856755,0.002225106,10
tcp,6,512,0.002274958,0.001401211,0.006205215,11
tcp,6,512,0.001950618,0.004581387,0.01306706,12
tcp,6,512,0.003980199,0.005573086,0.002258298,13
tcp,6,512,0.001824144,0.004939467,0.002200795,14
tcp,6,512,0.003377681,0.001234207,0.002106793,15
tcp,6,512,0.001761433,0.001878876,0.00972359,16
tcp,6,512,0.001524016,0.00167369,0.002795563,17
tcp,6,512,0.003551435,0.002154884,0.004814103,18
tcp,6,512,0.014657837,0.008006938,0.001315509,19
tcp,6,512,0.00133329,0.001407642,0.012972467,20
tcp,6,512,0.001449853,0.00334313,0.001480464,21
tcp,6,512,0.003964108,0.001516195,0.001419052,22
tcp,6,512,0.001616258,0.003076251,0.001633229,23
tcp,6,512,0.003116713,0.004591306,0.002643508,24
tcp,6,512,0.005181965,0.001808274,0.004731151,25
tcp,6,4096,0.005555196,0.00204508,0.002713701,1
tcp,6,4096,0.007527634,0.002648479,0.001911127,2
tcp,6,4096,0.011856243,0.002082042,0.002871575,3
tcp,6,4096,0.001186045,0.001170134,0.001151484,4
tcp,6,4096,0.001829935,0.001922437,0.001867515,5
tcp,6,4096,0.001232297,0.001404152,0.001239387,6
tcp,6,4096,0.008918195,0.002168715,0.005224435,7
tcp,6,4096,0.001241397,0.001315169,0.001262697,8
tcp,6,4096,0.001762012,0.008173383,0.001784063,9
tcp,6,4096,0.009527794,0.002948638,0.002851935,10
tcp,6,4096,0.017090369,0.001831274,0.011596596,11
tcp,6,4096,0.005563666,0.001311059,0.001290789,12
tcp,6,4096,0.003767262,0.00773018,0.003193886,13
tcp,6,4096,0.007330208,0.002007279,0.001575577,14
tcp,6,4096,0.001277328,0.00135123,0.001280338,15
tcp,6,4096,0.004334479,0.007031529,0.002730331,16
tcp,6,4096,0.001866935,0.002052861,0.004273517,17
tcp,6,4096,0.001623268,0.00169236,0.001624928,18
tcp,6,4096,0.001180886,0.001263727,0.001174335,19
tcp,6,4096,0.0016883,0.003080292,0.003295438,20
tcp,6,4096,0.001219896,0.001274038,0.001236287,21
tcp,6,4096,0.002924877,0.002993019,0.001509475,22
tcp,6,4096,0.006416771,0.001727662,0.001696431,23
tcp,6,4096,0.002360351,0.005256096,0.010693378,24
tcp,6,4096,0.001356271,0.001255597,0.002520195,25
tcp,6,32768,0.010016718,0.002755191,0.003416281,1
tcp,6,32768,0.003261357,0.003460252,0.003928187,2
tcp,6,32768,0.001780253,0.00305,0.003442482,3
tcp,6,32768,0.003758762,0.007416851,0.003780303,4
tcp,6,32768,0.007003968,0.002796013,0.002651329,5
tcp,6,32768,0.005767661,0.006554965,0.003544856,6
tcp,6,32768,0.003247766,0.002927597,0.003270707,7
tcp,6,32768,0.003117542,0.003278157,0.003122163,8
tcp,6,32768,0.002275378,0.002501315,0.002269398,9
tcp,6,32768,0.00638367,0.00268774,0.002501204,10
tcp,6,32768,0.004145513,0.004320879,0.002971448,11
tcp,6,32768,0.002719311,0.010920334,0.002783363,12
tcp,6,32768,0.003322559,0.003542965,0.00336119,13
tcp,6,32768,0.002641248,0.002633009,0.002673979,14
tcp,6,32768,0.002482944,0.002568576,0.008830772,15
tcp,6,32768,0.00370801,0.00339038,0.006880024,16
tcp,6,32768,0.003267057,0.003549755,0.003351639,17
tcp,6,32768,0.005012048,0.004495503,0.003261207,18
tcp,6,32768,0.0026778,0.002877536,0.002655229,19
tcp,6,32768,0.002184965,0.00540517,0.003183594,20
tcp,6,32768,0.009596155,0.002762092,0.007237575,21
tcp,6,32768,0.002618088,0.002870355,0.002680059,22
tcp,6,32768,0.008111711,0.015683946,0.003492043,23
tcp,6,32768,0.002577257,0.002800473,0.002644358,24
tcp,6,32768,0.002203275,0.00238193,0.002262787,25
tcp,8,1,0.00506284,0.002118813,0.003778612,1
tcp,8,1,0.004413591,0.001986569,0.005314808,2
tcp,8,1,0.001620128,0.002174334,0.00238429,3
tcp,8,1,0.001245628,0.001295838,0.001266878,4
tcp,8,1,0.001184855,0.001170025,0.001223536,5
tcp,8,1,0.001623239,0.005530764,0.022713143,6
tcp,8,1,0.001271438,0.00134206,0.001300118,7
tcp,8,1,0.001270728,0.001304358,0.00131738,8
tcp,8,1,0.001304729,0.00134058,0.001291749,9
tcp,8,1,0.001457013,0.001519285,0.001487704,10
tcp,8,1,0.008732839,0.001422252,0.001416532,11
tcp,8,1,0.002478284,0.001778763,0.002771652,12
tcp,8,1,0.001540396,0.001834534,0.001768712,13
tcp,8,1,0.003291088,0.003348889,0.001819664,14
tcp,8,1,0.009182152,0.002033031,0.006640157,15
tcp,8,1,0.010027137,0.005704489,0.001862615,16
tcp,8,1,0.001747722,0.001865196,0.003414741,17
tcp,8,1,0.001171444,0.007359939,0.001175945,18
tcp,8,1,0.009483901,0.000968128,0.000995529,19
tcp,8,1,0.00101047,0.001089382,0.000974399,20
tcp,8,1,0.011987055,0.001104803,0.001002209,21
tcp,8,1,0.006748339,0.001052202,0.001018219,22
tcp,8,1,0.008496972,0.001288378,0.013341585,23
tcp,8,1,0.006118462,0.001373471,0.001332149,24
tcp,8,1,0.001975599,0.003139313,0.009625095,25
tcp,8,8,0.002102613,0.002171654,0.00911288,1
tcp,8,8,0.001136073,0.001204775,0.002750771,2
tcp,8,8,0.001639978,0.001740132,0.00167442,3
tcp,8,8,0.000939138,0.002926357,0.002880886,4
tcp,8,8,0.003995908,0.00203987,0.003491253,5
tcp,8,8,0.001389581,0.001454703,0.001417272,6
tcp,8,8,0.001146754,0.001188315,0.001133984,7
tcp,8,8,0.00841337,0.001495954,0.001484814,8
tcp,8,8,0.001475133,0.002799973,0.002771282,9
tcp,8,8,0.002841735,0.00236301,0.002119393,10
tcp,8,8,0.003439222,0.001966789,0.004004288,11
tcp,8,8,0.007091869,0.002464133,0.005297397,12
tcp,8,8,0.001539296,0.001876376,0.004556655,13
tcp,8,8,0.001918127,0.005289887,0.001941757,14
tcp,8,8,0.000899867,0.000938037,0.00440862,15
tcp,8,8,0.002425662,0.003422082,0.001909106,16
tcp,8,8,0.001602647,0.004199825,0.003123193,17
tcp,8,8,0.007981476,0.0074312,0.001801393,18
tcp,8,8,0.001293368,0.001344129,0.001318689,19
tcp,8,8,0.003255056,0.003314268,0.002232177,20
tcp,8,8,0.001201585,0.001219076,0.001199305,21
tcp,8,8,0.001557616,0.002304448,0.00236947,22
tcp,8,8,0.011751408,0.012738186,0.002139253,23
tcp,8,8,0.001165864,0.001151925,0.001201416,24
tcp,8,8,0.000941008,0.000921437,0.000913007,25
tcp,8,64,0.006215944,0.002138383,0.002043301,1
tcp,8,64,0.002211765,0.00979843,0.004080431,2
tcp,8,64,0.002661099,0.003682438,0.00269677,3
tcp,8,64,0.001280158,0.0013611,0.001284358,4
tcp,8,64,0.001247117,0.001320909,0.001266477,5
tcp,8,64,0.001429293,0.001514795,0.001437052,6
tcp,8,64,0.001288748,0.001169115,0.001293988,7
tcp,8,64,0.001427222,0.01318649,0.001979249,8
tcp,8,64,0.001861115,0.002159234,0.004287457,9
tcp,8,64,0.00204704,0.003349069,0.002400461,10
tcp,8,64,0.001870585,0.001282298,0.001874095,11
tcp,8,64,0.002981668,0.002903646,0.006399589,12
tcp,8,64,0.001856755,0.002182954,0.002087361,13
tcp,8,64,0.003271877,0.002560445,0.007283495,14
tcp,8,64,0.001753143,0.004481792,0.002297408,15
tcp,8,64,0.009722158,0.001962208,0.003656919,16
tcp,8,64,0.001216376,0.00138857,0.001291229,17
tcp,8,64,0.001855225,0.002273097,0.004052129,18
tcp,8,64,0.001818664,0.001907897,0.001819224,19
tcp,8,64,0.004241686,0.001597287,0.001558036,20
tcp,8,64,0.001452453,0.001537755,0.001456993,21
tcp,8,64,0.002228106,0.003494323,0.003397751,22
tcp,8,64,0.001814343,0.001920837,0.005048709,23
tcp,8,64,0.001337709,0.001391731,0.001308528,24
tcp,8,64,0.001302279,0.001916727,0.001204415,25
tcp,8,512,0.011314925,0.00234553,0.004364019,1
tcp,8,512,0.002101752,0.002208895,0.002095422,2
tcp,8,512,0.009344756,0.002236396,0.002399301,3
tcp,8,512,0.001841355,0.002851015,0.002727981,4
tcp,8,512,0.004824003,0.013448747,0.002590997,5
tcp,8,512,0.009100109,0.001757802,0.00170421,6
tcp,8,512,0.001592297,0.001676429,0.001623268,7
tcp,8,512,0.003435692,0.003459202,0.005226234,8
tcp,8,512,0.00204304,0.002152803,0.00202821,9
tcp,8,512,0.002441763,0.017250739,0.012153429,10
tcp,8,512,0.004222405,0.002237227,0.002151084,11
tcp,8,512,0.002650578,0.002793283,0.00305068,12
tcp,8,512,0.003019969,0.002271727,0.003030559,13
tcp,8,512,0.01186374,0.002965828,0.003073741,14
tcp,8,512,0.001682359,0.001762122,0.001720721,15
tcp,8,512,0.003289647,0.013565901,0.002979898,16
tcp,8,512,0.002306328,0.016051174,0.004636597,17
tcp,8,512,0.003308978,0.015104026,0.001950128,18
tcp,8,512,0.002008269,0.004250935,0.001967468,19
tcp,8,512,0.009985795,0.002312179,0.010992884,20
tcp,8,512,0.01184734,0.002849094,0.00404775,21
tcp,8,512,0.009975615,0.002201616,0.002155524,22
tcp,8,512,0.002893315,0.004086281,0.00474143,23
tcp,8,512,0.001589997,0.004820673,0.001560866,24
tcp,8,512,0.001588627,0.001618778,0.001583277,25
tcp,8,4096,0.008171931,0.002620337,0.003893995,1
tcp,8,4096,0.007640166,0.001631308,0.014050855,2
tcp,8,4096,0.002149304,0.002272407,0.002170534,3
tcp,8,4096,0.012368765,0.00168559,0.00167785,4
tcp,8,4096,0.003331909,0.005217194,0.006188293,5
tcp,8,4096,0.013125748,0.00204163,0.009615714,6
tcp,8,4096,0.003398111,0.002911956,0.006103,7
tcp,8,4096,0.002175504,0.002268247,0.002196145,8
tcp,8,4096,0.010615323,0.010701546,0.003022829,9
tcp,8,4096,0.003790932,0.004810743,0.002645138,10
tcp,8,4096,0.003203844,0.003371859,0.002203515,11
tcp,8,4096,0.002524885,0.009596214,0.005998087,12
tcp,8,4096,0.00607551,0.001581336,0.001936867,13
tcp,8,4096,0.001967708,0.0020384,0.001990739,14
tcp,8,4096,0.002931846,0.002946667,0.00303635,15
tcp,8,4096,0.004460862,0.002890875,0.002799782,16
tcp,8,4096,0.002284278,0.00237545,0.002264677,17
tcp,8,4096,0.006614236,0.002341739,0.003645747,18
tcp,8,4096,0.002635888,0.005003997,0.005436671,19
tcp,8,4096,0.002194385,0.002479133,0.005649747,20
tcp,8,4096,0.003523673,0.006285236,0.002101012,21
tcp,8,4096,0.003592915,0.003314318,0.002590236,22
tcp,8,4096,0.002717251,0.002769712,0.002769462,23
tcp,8,4096,0.009369396,0.00203063,0.001977698,24
tcp,8,4096,0.001596287,0.001809233,0.003386019,25
tcp,8,32768,0.003470552,0.00370744,0.003490793,1
tcp,8,32768,0.004768821,0.003532344,0.007169591,2
tcp,8,32768,0.005572144,0.003626068,0.003433101,3
tcp,8,32768,0.004330798,0.003809523,0.015410334,4
tcp,8,32768,0.003088451,0.002812554,0.003088371,5
tcp,8,32768,0.006380759,0.003249566,0.003310547,6
tcp,8,32768,0.003562265,0.009464809,0.003612597,7
tcp,8,32768,0.003006499,0.003154073,0.002970968,8
tcp,8,32768,0.003958527,0.003636487,0.007214263,9
tcp,8,32768,0.009097189,0.003668888,0.003475502,10
tcp,8,32768,0.007359057,0.00371654,0.007479981,11
tcp,8,32768,0.002695529,0.003571315,0.011680895,12
tcp,8,32768,0.008891233,0.009170831,0.004252216,13
tcp,8,32768,0.007115122,0.009094789,0.004202619,14
tcp,8,32768,0.00773377,0.003037387,0.002947044,15
tcp,8,32768,0.004246821,0.004519029,0.004269572,16
tcp,8,32768,0.003452299,0.003650474,0.00349054,17
tcp,8,32768,0.003715646,0.009095999,0.009866032,18
tcp,8,32768,0.003700496,0.003936082,0.012602619,19
tcp,8,32768,0.006430754,0.004030565,0.003786298,20
tcp,8,32768,0.003784628,0.003451089,0.003786098,21
tcp,8,32768,0.004247091,0.004993882,0.004636662,22
tcp,8,32768,0.010448678,0.002961094,0.007959317,23
tcp,8,32768,0.002992166,0.004443557,0.004292802,24
tcp,8,32768,0.002507992,0.012331042,0.005786486,25
tcp,11,1,0.00768093,0.001930335,0.002581764,1
tcp,11,1,0.001846383,0.00452823,0.011088357,2
tcp,11,1,0.003832189,0.004836548,0.002959535,3
tcp,11,1,0.00525629,0.001782311,0.00172469,4
tcp,11,1,0.001554785,0.001589145,0.001592486,5
tcp,11,1,0.002626465,0.002381958,0.002644495,6
tcp,11,1,0.003086529,0.003782528,0.003202902,7
tcp,11,1,0.005791526,0.001903935,0.001829623,8
tcp,11,1,0.001673088,0.003962543,0.001688969,9
tcp,11,1,0.001675348,0.001674008,0.001700879,10
tcp,11,1,0.00976417,0.003225792,0.005167038,11
tcp,11,1,0.002641045,0.004159849,0.002574843,12
tcp,11,1,0.002359538,0.011150529,0.013602899,13
tcp,11,1,0.009136721,0.002462881,0.00559102,14
tcp,11,1,0.003556412,0.002239384,0.003531201,15
tcp,11,1,0.001756761,0.001806842,0.001774731,16
tcp,11,1,0.001830993,0.001898004,0.009331067,17
tcp,11,1,0.002990706,0.001754301,0.001867453,18
tcp,11,1,0.001696778,0.002390929,0.005117427,19
tcp,11,1,0.001700509,0.00171474,0.00171801,20
tcp,11,1,0.00208715,0.002177583,0.005066246,21
tcp,11,1,0.007777973,0.001512604,0.001472033,22
tcp,11,1,0.002902754,0.002150352,0.00490168,23
tcp,11,1,0.001634227,0.001698929,0.001637677,24
tcp,11,1,0.002443841,0.002407969,0.002158032,25
tcp,11,8,0.002240555,0.009380799,0.002229814,1
tcp,11,8,0.001497633,0.001552875,0.005266712,2
tcp,11,8,0.001406121,0.001469052,0.001415121,3
tcp,11,8,0.005239401,0.002030249,0.004391116,4
tcp,11,8,0.005882719,0.00382919,0.002268135,5
tcp,11,8,0.011301295,0.003237163,0.002179623,6
tcp,11,8,0.005245311,0.001701619,0.001956726,7
tcp,11,8,0.001869974,0.004293414,0.002651917,8
tcp,11,8,0.008610848,0.004968093,0.00244805,9
tcp,11,8,0.006818366,0.010241435,0.00244346,10
tcp,11,8,0.001634756,0.011961594,0.001653707,11
tcp,11,8,0.002228584,0.003347627,0.003692417,12
tcp,11,8,0.005264392,0.002235135,0.003371108,13
tcp,11,8,0.002841152,0.004359855,0.010900404,14
tcp,11,8,0.001663948,0.00174295,0.001681669,15
tcp,11,8,0.001694399,0.001749871,0.00171319,16
tcp,11,8,0.001968297,0.002408469,0.003846041,17
tcp,11,8,0.001931856,0.003191663,0.005847389,18
tcp,11,8,0.001786371,0.001828633,0.001791181,19
tcp,11,8,0.014418646,0.001628527,0.010351809,20
tcp,11,8,0.001852613,0.003454749,0.001871954,21
tcp,11,8,0.001988857,0.00206444,0.001973377,22
tcp,11,8,0.001643368,0.001958687,0.001900945,23
tcp,11,8,0.00207008,0.004022406,0.006902239,24
tcp,11,8,0.004035817,0.00277011,0.004373856,25
tcp,11,64,0.002559224,0.003941954,0.002057779,1
tcp,11,64,0.007532838,0.007646541,0.002493422,2
tcp,11,64,0.003182501,0.002331407,0.006291591,3
tcp,11,64,0.001947556,0.012626295,0.010698209,4
tcp,11,64,0.003836701,0.005596942,0.002553864,5
tcp,11,64,0.00172654,0.001792462,0.00172318,6
tcp,11,64,0.001924616,0.002014738,0.001953137,7
tcp,11,64,0.001982817,0.00206942,0.002006548,8
