socket_type,N,data_size,D0_times,D1_times,D2_times,RUN
ipc,1,8,6.0291e-5,0.008885677,0.000499805,44
ipc,1,8,0.007587188,0.00200795,0.000606668,45
ipc,1,8,0.00898918,0.004367401,0.000610118,46
ipc,1,8,0.000299229,0.005517285,0.000288978,47
ipc,1,8,0.00030584,0.001978049,0.00032588,48
ipc,1,8,6.0242e-5,0.003939798,0.000299149,49
ipc,1,8,0.010981239,0.005744172,0.000221667,50
ipc,1,64,0.000275158,0.00033317,0.000289679,1
ipc,1,64,0.000278638,0.00364755,0.000577807,2
ipc,1,64,0.000299609,0.000317089,0.000291969,3
ipc,1,64,0.000276489,0.00033888,0.000295019,4
ipc,1,64,0.003006551,0.005700522,0.000321939,5
ipc,1,64,0.007367051,0.000891786,0.000533956,6
ipc,1,64,0.000242968,0.000279078,0.000233527,7
ipc,1,64,3.4121e-5,0.001070802,0.00032291,8
ipc,1,64,0.000303059,0.000353271,0.000287179,9
ipc,1,64,0.00030771,0.000371771,0.000298529,10
ipc,1,64,6.4342e-5,0.001617499,0.000284658,11
ipc,1,64,6.3202e-5,0.001395102,0.001233317,12
ipc,1,64,6.7693e-5,0.003147735,0.000475084,13
ipc,1,64,0.000263698,0.0003212,0.000287598,14
ipc,1,64,0.001273158,0.00069572,0.004896797,15
ipc,1,64,0.000285239,0.000311169,0.000289119,16
ipc,1,64,6.0042e-5,0.002756593,0.00065844,17
ipc,1,64,0.000241847,0.000294839,0.000228737,18
ipc,1,64,6.5572e-5,0.004101443,0.000282138,19
ipc,1,64,0.000488235,0.000620668,0.001698061,20
ipc,1,64,0.000255817,0.00031891,0.000281868,21
ipc,1,64,0.000239577,0.000268238,0.000236807,22
ipc,1,64,0.005712931,0.003253728,0.000465994,23
ipc,1,64,0.001532876,0.000639739,0.007750472,24
ipc,1,64,0.000221137,0.000268658,0.000220267,25
ipc,1,64,0.000218026,0.000211156,0.000211327,26
ipc,1,64,0.007280378,0.007457053,0.000562796,27
ipc,1,64,0.003501395,0.005542876,0.000491975,28
ipc,1,64,0.000279209,0.000313539,0.000292249,29
ipc,1,64,0.000219356,0.000307289,0.000305539,30
ipc,1,64,0.005307048,0.007509145,0.000697361,31
ipc,1,64,0.000302249,0.000355871,0.000293989,32
ipc,1,64,0.003558176,0.008431772,0.000536856,33
ipc,1,64,0.000238637,0.000279048,0.000238857,34
ipc,1,64,0.000278028,0.00031799,0.000285988,35
ipc,1,64,0.002642949,0.000489255,0.001715672,36
ipc,1,64,0.009741011,0.00099109,0.000494675,37
ipc,1,64,0.000275128,0.00032116,0.000292219,38
ipc,1,64,0.001857796,0.002176865,0.000515535,39
ipc,1,64,0.016909825,0.000470474,0.001708082,40
ipc,1,64,0.010455253,0.000505435,0.000456364,41
ipc,1,64,0.009478443,0.000580537,0.000397142,42
ipc,1,64,0.000406292,0.000549647,0.000498445,43
ipc,1,64,0.000282318,0.00032981,0.000266217,44
ipc,1,64,0.001409042,0.001522616,0.000485815,45
ipc,1,64,0.001464844,0.000889486,0.003262708,46
ipc,1,64,0.004099342,0.000855636,0.000875516,47
ipc,1,64,0.004933717,0.001220276,0.000514605,48
ipc,1,64,0.002450503,0.000760313,0.00234151,49
ipc,1,64,0.000282179,0.00031006,0.000298039,50
ipc,1,512,0.000190846,0.000291299,0.002708461,1
ipc,1,512,0.000282998,0.0003466,0.000288328,2
ipc,1,512,0.0057125,0.000629029,0.000752952,3
ipc,1,512,0.011631576,0.000456614,0.010015199,4
ipc,1,512,0.001254117,0.000494185,0.001319079,5
ipc,1,512,0.007110683,0.011437991,0.000226566,6
ipc,1,512,0.010849493,0.00034178,0.002830455,7
ipc,1,512,0.009743791,0.000426443,0.000375951,8
ipc,1,512,0.000308739,0.000468583,0.000269498,9
ipc,1,512,0.000249247,0.000264998,0.001641379,10
ipc,1,512,0.000289078,0.00200246,0.000450594,11
ipc,1,512,0.003134163,0.005176024,0.000483524,12
ipc,1,512,0.002387941,0.000245298,0.002423852,13
ipc,1,512,0.000297129,0.000371821,0.000294659,14
ipc,1,512,0.005896256,0.000765833,0.000707541,15
ipc,1,512,0.000589848,0.002969209,0.000623029,16
ipc,1,512,0.000274157,0.000332509,0.00032075,17
ipc,1,512,0.001936407,0.001992269,0.000278728,18
ipc,1,512,5.8292e-5,0.008759681,0.000706051,19
ipc,1,512,5.4071e-5,0.001222877,0.007317647,20
ipc,1,512,0.000198906,0.000474154,0.004248276,21
ipc,1,512,0.000277178,0.0003361,0.000287989,22
ipc,1,512,0.000604758,0.000747292,0.005307628,23
ipc,1,512,7.9783e-5,0.001167305,0.009188974,24
ipc,1,512,0.000231487,0.000373551,0.00031542,25
ipc,1,512,6.7252e-5,0.008987498,0.000526305,26
ipc,1,512,0.000264487,0.000234877,0.000302059,27
ipc,1,512,0.000301449,0.00034422,0.00031594,28
ipc,1,512,0.000180195,0.000196676,0.000210327,29
ipc,1,512,0.000278678,0.000298679,0.000283559,30
ipc,1,512,5.8312e-5,0.002797384,0.000473294,31
ipc,1,512,0.000221237,0.000303509,0.000240427,32
ipc,1,512,0.00102986,0.000999859,0.000557127,33
ipc,1,512,0.000802893,0.000600338,0.000777253,34
ipc,1,512,0.006561375,0.000500135,0.000538086,35
ipc,1,512,6.4162e-5,0.012726119,0.000622158,36
ipc,1,512,5.5382e-5,0.001378951,0.001741012,37
ipc,1,512,0.000256228,0.00031613,0.000250197,38
ipc,1,512,0.010294196,0.00031369,0.000228947,39
ipc,1,512,0.000248568,0.000300578,0.000235557,40
ipc,1,512,6.3722e-5,0.001152394,0.000298409,41
ipc,1,512,0.007366399,0.000544476,0.007285746,42
ipc,1,512,5.5951e-5,0.001975859,0.007336698,43
ipc,1,512,0.00170761,0.000483025,0.000965409,44
ipc,1,512,0.005314688,0.000543656,0.000500545,45
ipc,1,512,0.000589968,0.000892977,0.000569627,46
ipc,1,512,0.000226207,0.000212567,0.000250038,47
ipc,1,512,0.003004819,0.004523024,0.000515535,48
ipc,1,512,0.000145185,0.000271698,0.005780362,49
ipc,1,512,0.010682298,0.00067352,0.000880306,50
ipc,1,4096,0.000133714,0.007776091,0.000520055,1
ipc,1,4096,0.000399912,0.000525325,0.002551146,2
ipc,1,4096,0.00035731,0.000453513,0.00033496,3
ipc,1,4096,0.010065919,0.000483534,0.012573014,4
ipc,1,4096,0.000467774,0.000513945,0.00034114,5
ipc,1,4096,0.000542376,0.000607987,0.000478584,6
ipc,1,4096,0.004624247,0.000658759,0.010141691,7
ipc,1,4096,0.000461003,0.003645599,0.000463734,8
ipc,1,4096,0.000508295,0.000624259,0.000438703,9
ipc,1,4096,0.000577718,0.0006884,0.000457403,10
ipc,1,4096,0.005533005,0.001175284,0.000857125,11
ipc,1,4096,0.003547615,0.005328818,0.000386782,12
ipc,1,4096,0.000386861,0.000494115,0.000400291,13
ipc,1,4096,0.004708049,0.002714131,0.000905116,14
ipc,1,4096,0.009868493,0.000425653,0.005980807,15
ipc,1,4096,0.001303839,0.004869454,0.000594077,16
ipc,1,4096,0.000481315,0.000590888,0.000365101,17
ipc,1,4096,0.006535424,0.000984819,0.001492464,18
ipc,1,4096,0.009382399,0.003833394,0.000804604,19
ipc,1,4096,0.004517654,0.002295808,0.000765913,20
ipc,1,4096,0.015140379,0.000617218,0.002396322,21
ipc,1,4096,0.000763902,0.001952888,0.000724462,22
ipc,1,4096,0.003236777,0.002497574,0.000687621,23
ipc,1,4096,0.000376201,0.000440873,0.000411892,24
ipc,1,4096,0.001825935,0.001932388,0.000456404,25
ipc,1,4096,0.000486625,0.000408532,0.002867245,26
ipc,1,4096,0.00370508,0.000633599,0.001537606,27
ipc,1,4096,0.007367159,0.000610278,0.000433733,28
ipc,1,4096,0.017909042,0.002632909,0.000610738,29
ipc,1,4096,0.00098926,0.000696491,0.012570843,30
ipc,1,4096,0.000497805,0.000575927,0.000444553,31
ipc,1,4096,0.00135913,0.012396878,0.000588288,32
ipc,1,4096,0.000460314,0.000567626,0.00036126,33
ipc,1,4096,0.000138234,0.003824363,0.000757103,34
ipc,1,4096,0.000477234,0.000546596,0.000495045,35
ipc,1,4096,0.000642959,0.003390041,0.000661139,36
ipc,1,4096,0.000289008,0.000459274,0.003992999,37
ipc,1,4096,0.000140334,0.008886814,0.000451133,38
ipc,1,4096,0.000709871,0.003845614,0.000580777,39
ipc,1,4096,0.001773593,0.000712701,0.001158535,40
ipc,1,4096,0.000756113,0.000935438,0.000958358,41
ipc,1,4096,0.002127072,0.000595798,0.002832753,42
ipc,1,4096,0.000465644,0.002409132,0.000469043,43
ipc,1,4096,0.000522275,0.010310076,0.000463694,44
ipc,1,4096,0.000144944,0.003073951,0.001442633,45
ipc,1,4096,0.000537886,0.00674777,0.000408682,46
ipc,1,4096,0.000369341,0.000369761,0.00033176,47
ipc,1,4096,0.006896355,0.005647257,0.000732182,48
ipc,1,4096,0.000118933,0.006489543,0.000420662,49
ipc,1,4096,0.000478784,0.000595937,0.00036267,50
ipc,1,32768,0.000145905,0.010607585,0.000749522,1
ipc,1,32768,0.004552475,0.000645599,0.000872616,2
ipc,1,32768,0.000375242,0.000803584,0.000544486,3
ipc,1,32768,0.000114713,0.001845945,0.00538528,4
ipc,1,32768,0.000191316,0.001786793,0.000828494,5
ipc,1,32768,0.008328467,0.001984529,0.0006995,6
ipc,1,32768,0.000561027,0.000672739,0.000523816,7
ipc,1,32768,0.004557405,0.000709121,0.002633568,8
ipc,1,32768,0.00032957,0.000501615,0.006936166,9
ipc,1,32768,0.000596708,0.000699941,0.000555337,10
ipc,1,32768,0.006934926,0.002139963,0.000839535,11
ipc,1,32768,0.001619838,0.002793243,0.000446903,12
ipc,1,32768,0.000558007,0.004593476,0.000710371,13
ipc,1,32768,0.003902856,0.000929508,0.001524795,14
ipc,1,32768,0.000124174,0.001395071,0.004115272,15
ipc,1,32768,0.000839315,0.002540425,0.000852496,16
ipc,1,32768,0.008210754,0.002505754,0.001323979,17
ipc,1,32768,0.000549746,0.006887574,0.001069001,18
ipc,1,32768,0.000545296,0.00067952,0.000514555,19
ipc,1,32768,0.0016746,0.002492924,0.000750262,20
ipc,1,32768,0.001528626,0.000964449,0.00438119,21
ipc,1,32768,0.00032365,0.000431072,0.01010424,22
ipc,1,32768,0.000810904,0.002845264,0.000587207,23
ipc,1,32768,0.005829713,0.000469184,0.000384162,24
ipc,1,32768,0.000525406,0.000625879,0.000418573,25
ipc,1,32768,0.001189466,0.002077452,0.000748742,26
ipc,1,32768,0.005209115,0.00069792,0.000457033,27
ipc,1,32768,0.002713171,0.00065042,0.001299349,28
ipc,1,32768,0.001763112,0.011446839,0.000761162,29
ipc,1,32768,0.000560347,0.00068392,0.000406892,30
ipc,1,32768,0.000582038,0.00067172,0.000515705,31
ipc,1,32768,0.000145354,0.001497684,0.000546776,32
ipc,1,32768,0.000517015,0.000697551,0.000538866,33
ipc,1,32768,0.000841385,0.000724361,0.007884494,34
ipc,1,32768,0.000585607,0.00067825,0.000520986,35
ipc,1,32768,0.001127853,0.002588667,0.000709051,36
ipc,1,32768,0.001041241,0.00101887,0.005582035,37
ipc,1,32768,0.000517845,0.000626249,0.000385272,38
ipc,1,32768,0.006903374,0.000491235,0.003492374,39
ipc,1,32768,0.002466503,0.001100743,0.000796434,40
ipc,1,32768,0.000514586,0.000622738,0.000409162,41
ipc,1,32768,0.001283888,0.001465593,0.000772713,42
ipc,1,32768,0.006923886,0.00064919,0.000507686,43
ipc,1,32768,0.002334849,0.003872844,0.000829315,44
ipc,1,32768,0.001821964,0.000692231,0.004505774,45
ipc,1,32768,0.000531276,0.004842324,0.0006832,46
ipc,1,32768,0.000555096,0.000578877,0.000502295,47
ipc,1,32768,0.002152984,0.000724632,0.007711788,48
ipc,1,32768,0.007321567,0.001099803,0.013318325,49
ipc,1,32768,0.000605608,0.000636519,0.000502525,50
ipc,2,1,0.00133496,0.000768443,0.00133432,1
ipc,2,1,0.001281728,0.00641103,0.000868856,2
ipc,2,1,0.000356521,0.000414582,0.000400152,3
ipc,2,1,0.000626879,0.003658378,0.002630728,4
ipc,2,1,0.0006571,0.00098949,0.003565666,5
ipc,2,1,0.009723288,0.000984709,0.001710801,6
ipc,2,1,0.000778293,0.000620278,0.001816834,7
ipc,2,1,0.014580462,0.00135962,0.00101604,8
ipc,2,1,0.004897955,0.000418412,0.000400311,9
ipc,2,1,0.000485484,0.000880116,0.001602558,10
ipc,2,1,0.000532246,0.002272708,0.015021896,11
ipc,2,1,0.000392871,0.000434153,0.000373361,12
ipc,2,1,0.000819424,0.000292748,0.000835895,13
ipc,2,1,0.000793693,0.006918364,0.005148733,14
ipc,2,1,0.001071202,0.001100542,0.000410293,15
ipc,2,1,0.002353859,0.000797754,0.00067168,16
ipc,2,1,0.000829685,0.000634979,0.001762692,17
ipc,2,1,0.008331596,0.000404612,0.000425532,18
ipc,2,1,0.000386701,0.000401972,0.000389811,19
ipc,2,1,0.000395711,0.000424582,0.000411302,20
ipc,2,1,0.00033736,0.00036048,0.00033924,21
ipc,2,1,0.000287418,0.000443203,0.000409572,22
ipc,2,1,0.000513695,0.006493222,0.001325479,23
ipc,2,1,0.000291029,0.010163181,0.010106019,24
ipc,2,1,0.000370262,0.000418852,0.001628839,25
ipc,2,1,0.018852669,0.001043202,0.004991297,26
ipc,2,1,0.000426123,0.000452383,0.000421782,27
ipc,2,1,0.000339721,0.000371231,0.00034031,28
ipc,2,1,0.00169345,0.000454764,0.000390291,29
ipc,2,1,0.000445474,0.000459504,0.000411142,30
ipc,2,1,0.000387351,0.000435953,0.000408012,31
ipc,2,1,0.000637239,0.003347689,0.014304454,32
ipc,2,1,0.001786613,0.000511605,0.002349129,33
ipc,2,1,0.000405343,0.000462704,0.000411142,34
ipc,2,1,0.000510505,0.008053049,0.00305108,35
ipc,2,1,0.000394191,0.000410323,0.000403892,36
ipc,2,1,0.000948218,0.002203775,0.000886776,37
ipc,2,1,0.000450623,0.000507915,0.000434483,38
ipc,2,1,0.000584537,0.008741859,0.000982959,39
ipc,2,1,0.008210972,0.011253963,0.000376442,40
ipc,2,1,0.000358071,0.000409702,0.002786012,41
ipc,2,1,0.000481135,0.001545326,0.001427243,42
ipc,2,1,0.000593868,0.000633059,0.000407022,43
ipc,2,1,0.000802514,0.00065281,0.000962579,44
ipc,2,1,0.000792003,0.00066079,0.000799884,45
ipc,2,1,0.000621018,0.004035129,0.003451782,46
ipc,2,1,0.000534296,0.002618508,0.002446353,47
ipc,2,1,0.002462203,0.000937778,0.003065131,48
ipc,2,1,0.001768673,0.00066965,0.000918827,49
ipc,2,1,0.000382612,0.000416673,0.000397852,50
ipc,2,8,0.000700711,0.000855205,0.003693629,1
ipc,2,8,0.00065432,0.004022329,0.000745512,2
ipc,2,8,0.003186475,0.002404791,0.00100439,3
ipc,2,8,0.001080632,0.001080362,0.000779373,4
ipc,2,8,0.00539643,0.003290647,0.000807284,5
ipc,2,8,0.000391971,0.000398092,0.000394022,6
ipc,2,8,0.001254248,0.004000949,0.001135254,7
ipc,2,8,0.002953438,0.000847005,0.003505324,8
ipc,2,8,0.000421173,0.000449794,0.000382661,9
ipc,2,8,0.00202602,0.00069453,0.001074531,10
ipc,2,8,0.014953052,0.000872165,0.005003238,11
ipc,2,8,0.000382991,0.000422802,0.000387471,12
ipc,2,8,0.002440753,0.003472853,0.001249697,13
ipc,2,8,0.000244168,0.004547115,0.004520394,14
ipc,2,8,0.000400743,0.000405862,0.000401111,15
ipc,2,8,0.003261907,0.000643179,0.000509805,16
ipc,2,8,0.001330419,0.000710571,0.003882075,17
ipc,2,8,0.000456673,0.000505075,0.000410222,18
ipc,2,8,0.003427752,0.000610718,0.001845875,19
ipc,2,8,0.000407112,0.000448473,0.000420932,20
ipc,2,8,0.00033444,0.001000709,0.001568967,21
ipc,2,8,0.001066441,0.000880026,0.002550806,22
ipc,2,8,0.00034388,0.00537978,0.00034164,23
ipc,2,8,0.003521974,0.006835372,0.000386301,24
ipc,2,8,0.000418952,0.004785011,0.000431972,25
ipc,2,8,0.000469624,0.002083121,0.004955386,26
ipc,2,8,0.000421463,0.000478254,0.000447073,27
ipc,2,8,0.000538456,0.004651688,0.01048696,28
ipc,2,8,0.00472101,0.000865606,0.007560494,29
ipc,2,8,0.000589378,0.006872263,0.000878666,30
ipc,2,8,0.000358421,0.000382681,0.00033141,31
ipc,2,8,0.006823392,0.006789761,0.000592197,32
ipc,2,8,0.000294679,0.00035266,0.000361171,33
ipc,2,8,0.000377361,0.000422943,0.000391402,34
ipc,2,8,0.000873326,0.003410721,0.000888696,35
ipc,2,8,0.005325958,0.00236775,0.001093942,36
ipc,2,8,0.005036169,0.000438463,0.002509044,37
ipc,2,8,0.000832114,0.002413061,0.000819514,38
ipc,2,8,0.000384791,0.000450063,0.000434143,39
ipc,2,8,0.000391961,0.000409153,0.00034256,40
ipc,2,8,0.000330399,0.000377261,0.00033933,41
ipc,2,8,0.000572606,0.00406835,0.00912805,42
ipc,2,8,0.000417802,0.005384999,0.000438053,43
ipc,2,8,0.01010503,0.001270448,0.000710711,44
ipc,2,8,0.003162574,0.006270526,0.000761073,45
ipc,2,8,0.000313399,0.000360251,0.004255726,46
ipc,2,8,0.000403292,0.000450813,0.000413112,47
ipc,2,8,0.000513336,0.003104412,0.001264628,48
ipc,2,8,0.000398392,0.000438822,0.000414072,49
ipc,2,8,0.000323909,0.006220894,0.006135242,50
ipc,2,64,0.000411242,0.00134197,0.011185151,1
ipc,2,64,0.016739165,0.013611573,0.000668839,2
ipc,2,64,0.000501105,0.002515994,0.003362869,3
ipc,2,64,0.000730272,0.000945578,0.000936707,4
ipc,2,64,0.005675568,0.00101833,0.000791804,5
ipc,2,64,0.000526315,0.010976135,0.014297943,6
ipc,2,64,0.009569343,0.000442963,0.013971434,7
ipc,2,64,0.00031486,0.000375061,0.00671799,8
ipc,2,64,0.006476852,0.000461573,0.00033804,9
ipc,2,64,0.005090051,0.005476082,0.001076282,10
ipc,2,64,0.000367411,0.000413822,0.000351491,11
ipc,2,64,0.000362001,0.000406783,0.00034239,12
ipc,2,64,0.00033115,0.000373771,0.00033206,13
ipc,2,64,0.000373941,0.000371341,0.00033209,14
ipc,2,64,0.004847183,0.004300157,0.000560377,15
ipc,2,64,0.00032784,0.000407762,0.00035333,16
ipc,2,64,0.002850694,0.014037776,0.000844525,17
ipc,2,64,0.000677911,0.001225216,0.011614273,18
ipc,2,64,0.007229894,0.000877526,0.006360708,19
ipc,2,64,0.000381181,0.000353211,0.000396472,20
ipc,2,64,0.001303879,0.000466364,0.002003379,21
ipc,2,64,0.000373681,0.000416642,0.000387671,22
ipc,2,64,0.00033362,0.000380011,0.001212296,23
ipc,2,64,0.006470172,0.006563065,0.000710721,24
ipc,2,64,0.001752251,0.004588426,0.000821484,25
ipc,2,64,0.000468564,0.000544507,0.000433373,26
ipc,2,64,0.001261057,0.000892077,0.001297128,27
ipc,2,64,0.006392549,0.000809944,0.003811063,28
ipc,2,64,0.002623578,0.001148964,0.007679157,29
ipc,2,64,0.000296739,0.00033798,0.001289288,30
ipc,2,64,0.002002229,0.003584446,0.000855086,31
ipc,2,64,0.000553856,0.00099376,0.001736251,32
ipc,2,64,0.000846886,0.00371334,0.000790763,33
ipc,2,64,0.000630938,0.000303209,0.000630149,34
ipc,2,64,0.000414362,0.000500405,0.009174381,35
ipc,2,64,0.000353221,0.000429963,0.000390482,36
ipc,2,64,0.005200084,0.00101102,0.000877746,37
ipc,2,64,0.000412452,0.000457304,0.000428582,38
ipc,2,64,0.000388082,0.010180751,0.000424772,39
ipc,2,64,0.004211045,0.000718902,0.001428742,40
ipc,2,64,0.000445033,0.008289885,0.000748912,41
ipc,2,64,0.000296249,0.008850732,0.00879434,42
ipc,2,64,0.00034823,0.000378251,0.00034916,43
ipc,2,64,0.003193164,0.001093633,0.002801943,44
ipc,2,64,0.012283254,0.008739949,0.000793794,45
ipc,2,64,0.002131754,0.000836615,0.006720539,46
ipc,2,64,0.000498765,0.000525455,0.000398231,47
ipc,2,64,0.001141844,0.000452183,0.000416442,48
ipc,2,64,0.009186785,0.000911557,0.000703501,49
ipc,2,64,0.00034,0.000379771,0.000340661,50
ipc,2,512,0.000398572,0.000407843,0.000413833,1
ipc,2,512,0.011030781,0.001092513,0.004595937,2
ipc,2,512,0.000548487,0.013020069,0.002070052,3
ipc,2,512,0.000513225,0.013482224,0.00201,4
ipc,2,512,0.000756272,0.003477555,0.00067484,5
ipc,2,512,0.002914627,0.000866636,0.002611589,6
ipc,2,512,0.007204966,0.00702038,0.000807554,7
ipc,2,512,0.000415353,0.000480824,0.000454853,8
ipc,2,512,0.000487885,0.00334366,0.000496435,9
ipc,2,512,0.00067866,0.008188335,0.003595288,10
ipc,2,512,0.001349501,0.003361,0.000937319,11
ipc,2,512,0.010612567,0.012462733,0.001230427,12
ipc,2,512,0.004823334,0.000405853,0.000362111,13
ipc,2,512,0.006133684,0.001088293,0.000774904,14
ipc,2,512,0.000464674,0.000454954,0.000467134,15
ipc,2,512,0.001213766,0.000784854,0.009975858,16
ipc,2,512,0.000419452,0.000470914,0.000443613,17
ipc,2,512,0.005616047,0.005646299,0.000431273,18
ipc,2,512,0.010268757,0.000926107,0.000868846,19
ipc,2,512,0.000387482,0.000423453,0.000398732,20
ipc,2,512,0.002809354,0.00065835,0.000760323,21
ipc,2,512,0.000433443,0.000420692,0.000450793,22
ipc,2,512,0.008287488,0.000395911,0.003872966,23
ipc,2,512,0.000819285,0.010245166,0.000857105,24
ipc,2,512,0.006510624,0.000483814,0.002894717,25
ipc,2,512,0.007600397,0.000429422,0.012469612,26
ipc,2,512,0.001733332,0.000768633,0.00133508,27
ipc,2,512,0.005323399,0.000637589,0.002451853,28
ipc,2,512,0.000483464,0.000595978,0.000524685,29
ipc,2,512,0.00034378,0.000407023,0.000361051,30
ipc,2,512,0.000374281,0.000426912,0.000342511,31
ipc,2,512,0.0036856,0.007257407,0.000400902,32
ipc,2,512,0.002842614,0.000784323,0.000737871,33
ipc,2,512,0.000417643,0.000411232,0.002490624,34
ipc,2,512,0.000448773,0.000535287,0.000512715,35
ipc,2,512,0.000382222,0.001787124,0.001512625,36
ipc,2,512,0.000446683,0.00269582,0.024044927,37
ipc,2,512,0.00268169,0.0006687,0.000985829,38
ipc,2,512,0.000534056,0.001446673,0.012590676,39
ipc,2,512,0.000458024,0.000511646,0.000437753,40
ipc,2,512,0.000435603,0.000480714,0.000451433,41
ipc,2,512,0.00030912,0.000438693,0.000446483,42
ipc,2,512,0.001191076,0.003972399,0.000715662,43
ipc,2,512,0.012825273,0.000515136,0.000471614,44
ipc,2,512,0.000534546,0.001202566,0.002967209,45
ipc,2,512,0.000445913,0.001069832,0.000466584,46
ipc,2,512,0.000467034,0.000531996,0.001429393,47
ipc,2,512,0.004970158,0.000407082,0.000354831,48
ipc,2,512,0.000748182,0.003331179,0.006896706,49
ipc,2,512,0.000428813,0.000466144,0.000445213,50
ipc,2,4096,0.000697631,0.006440392,0.006657719,1
ipc,2,4096,0.000543646,0.00065744,0.000606828,2
ipc,2,4096,0.000676971,0.000718491,0.000683811,3
ipc,2,4096,0.003645619,0.002640438,0.000967229,4
ipc,2,4096,0.00066997,0.00068267,0.000633189,5
ipc,2,4096,0.000593988,0.000654329,0.000548667,6
ipc,2,4096,0.001471124,0.001553747,0.00100765,7
ipc,2,4096,0.001331929,0.003593557,0.001304179,8
ipc,2,4096,0.009531434,0.000891287,0.004643708,9
ipc,2,4096,0.000686441,0.008303338,0.003290607,10
ipc,2,4096,0.000551786,0.000578668,0.000554467,11
ipc,2,4096,0.00068593,0.000730202,0.00069071,12
ipc,2,4096,0.002268307,0.003416522,0.001169505,13
ipc,2,4096,0.003580177,0.000793874,0.000742432,14
ipc,2,4096,0.001265407,0.000921717,0.002478803,15
ipc,2,4096,0.003527595,0.000838485,0.000729552,16
ipc,2,4096,0.000857285,0.000964589,0.000868125,17
ipc,2,4096,0.000728541,0.006864004,0.011246565,18
ipc,2,4096,0.010904055,0.001112623,0.000985259,19
ipc,2,4096,0.001694261,0.00201588,0.000852216,20
ipc,2,4096,0.001566697,0.000979369,0.002981959,21
ipc,2,4096,0.003584086,0.002408171,0.00133086,22
ipc,2,4096,0.000631989,0.00068459,0.000645229,23
ipc,2,4096,0.000643389,0.000702391,0.000639419,24
ipc,2,4096,0.001429623,0.000814304,0.001475864,25
ipc,2,4096,0.000645149,0.000695021,0.00066382,26
ipc,2,4096,0.004272357,0.000696631,0.000606538,27
ipc,2,4096,0.007707779,0.000920438,0.002506395,28
ipc,2,4096,0.002974909,0.000548866,0.003026801,29
ipc,2,4096,0.000620429,0.00066875,0.000578387,30
ipc,2,4096,0.00067036,0.003182935,0.001637209,31
ipc,2,4096,0.000596878,0.000717542,0.00066658,32
ipc,2,4096,0.00134102,0.002677479,0.001420502,33
ipc,2,4096,0.004569266,0.001049921,0.01309602,34
ipc,2,4096,0.003469693,0.006734381,0.00067079,35
ipc,2,4096,0.002208175,0.002156184,0.001175326,36
ipc,2,4096,0.000765843,0.000835325,0.000747012,37
ipc,2,4096,0.000694511,0.002762302,0.000686601,38
ipc,2,4096,0.000746472,0.001578277,0.012121781,39
ipc,2,4096,0.000586258,0.001977189,0.005027029,40
ipc,2,4096,0.000972259,0.001185385,0.002218737,41
ipc,2,4096,0.000593018,0.000699111,0.000649979,42
ipc,2,4096,0.000662299,0.000712421,0.00068321,43
ipc,2,4096,0.003236267,0.000751423,0.000701111,44
ipc,2,4096,0.011531663,0.000630259,0.000605358,45
ipc,2,4096,0.000714911,0.000720282,0.00068087,46
ipc,2,4096,0.001290809,0.001384802,0.000909557,47
ipc,2,4096,0.00066703,0.000718991,0.00068843,48
ipc,2,4096,0.002118692,0.010248925,0.001214856,49
ipc,2,4096,0.000947538,0.00099779,0.002054232,50
ipc,2,32768,0.000745802,0.006697569,0.005399381,1
ipc,2,32768,0.00067425,0.006800653,0.002442673,2
ipc,2,32768,0.009365168,0.00673923,0.000778533,3
ipc,2,32768,0.001207886,0.000566988,0.001191626,4
ipc,2,32768,0.000508205,0.000963389,0.008964716,5
ipc,2,32768,0.00203029,0.005249256,0.00102184,6
ipc,2,32768,0.00068635,0.000776833,0.000704281,7
ipc,2,32768,0.000734652,0.005840113,0.00333814,8
ipc,2,32768,0.000777523,0.000877206,0.000795083,9
ipc,2,32768,0.000568637,0.000583167,0.000576737,10
ipc,2,32768,0.005528464,0.000893387,0.000789293,11
ipc,2,32768,0.002003569,0.0010085,0.000921447,12
ipc,2,32768,0.004813592,0.000896546,0.000809594,13
ipc,2,32768,0.006294707,0.000973669,0.006249606,14
ipc,2,32768,0.000751322,0.000814194,0.000703181,15
ipc,2,32768,0.00372832,0.000976849,0.001729212,16
ipc,2,32768,0.000776183,0.001654209,0.001259437,17
ipc,2,32768,0.002141523,0.002238627,0.000817415,18
ipc,2,32768,0.001066541,0.001072112,0.01380368,19
ipc,2,32768,0.000708461,0.000828675,0.000734052,20
ipc,2,32768,0.00067167,0.00167935,0.007300486,21
ipc,2,32768,0.000937068,0.003209735,0.001270768,22
ipc,2,32768,0.000737612,0.000847045,0.000757963,23
ipc,2,32768,0.000782413,0.000874406,0.000803384,24
ipc,2,32768,0.005576345,0.000797843,0.000738532,25
ipc,2,32768,0.000905587,0.001873635,0.005234246,26
ipc,2,32768,0.000715362,0.001259548,0.002509294,27
ipc,2,32768,0.0006773,0.002197286,0.002083902,28
ipc,2,32768,0.000748262,0.003500064,0.002075042,29
ipc,2,32768,0.000837305,0.000946388,0.000819424,30
ipc,2,32768,0.000700301,0.000775683,0.000710852,31
ipc,2,32768,0.000760053,0.000793373,0.000738712,32
ipc,2,32768,0.001837865,0.001977919,0.001092863,33
ipc,2,32768,0.001706741,0.004521455,0.00136297,34
